Region Id,Market,Order Region,Order Country,Order State,Order City
1304899095,LATAM,Caribbean,República Dominicana,Santo Domingo,Santo Domingo
9683502132,LATAM,South America,Venezuela,Zulia,Cabimas
793292758,LATAM,South America,Colombia,Risaralda,Dos Quebradas
9697994603,LATAM,Central America,El Salvador,San Salvador,Ilopango
2485201874,LATAM,Central America,Honduras,Francisco Morazán,Tegucigalpa
8067818819,LATAM,South America,Brasil,Bahía,Juazeiro
8985333558,LATAM,Central America,México,Distrito Federal,Mexico City
4916675163,LATAM,Central America,México,Jalisco,Tlaquepaque
6184275139,LATAM,Central America,México,Puebla,Puebla
3576103614,LATAM,South America,Brasil,São Paulo,São Paulo
8489731381,LATAM,South America,Uruguay,Montevideo,Montevideo
6789596013,LATAM,South America,Argentina,Buenos Aires,Buenos Aires
4109416893,LATAM,South America,Brasil,São Paulo,Barueri
2820545057,LATAM,South America,Brasil,Paraná,Arapongas
8783410160,LATAM,Caribbean,Cuba,Camagüey,Camagüey
3053923811,LATAM,Caribbean,Cuba,Las Tunas,Las Tunas
7928127777,LATAM,Central America,México,Nayarit,Tepic
5983233143,LATAM,Central America,Panamá,Panamá,San Miguelito
786999399,LATAM,Central America,México,México,Ixtapaluca
3299640754,LATAM,South America,Brasil,Alagoas,Maceió
4710884519,LATAM,South America,Brasil,Minas Gerais,Belo Horizonte
4858320999,LATAM,Caribbean,Cuba,Santiago de Cuba,Santiago de Cuba
6231520439,LATAM,Central America,Honduras,Cortés,San Pedro Sula
5674329304,LATAM,South America,Perú,Lima (ciudad),Lima
761146007,LATAM,Caribbean,Cuba,Holguín,Holguín
1912106171,LATAM,Central America,México,Veracruz,Orizaba
1903978395,LATAM,Central America,Nicaragua,Managua,Managua
8918720130,LATAM,Central America,México,Tabasco,Villahermosa
9749126834,LATAM,South America,Brasil,Ceará,Quixadá
2108229397,LATAM,Central America,Guatemala,Guatemala,Mixco
5081293765,LATAM,Caribbean,Cuba,Isla de la Juventud,Nueva Gerona
3039412215,LATAM,Central America,Guatemala,Chimaltenango,Chimaltenango
590020171,LATAM,Central America,Guatemala,Guatemala,Villa Nueva
2810577498,LATAM,South America,Ecuador,Pichincha,Quito
9000416492,LATAM,South America,Venezuela,Guárico,Valle de La Pascua
8215702273,LATAM,South America,Brasil,São Paulo,Cotia
1666380704,LATAM,South America,Brasil,Marañón,Itapecuru Mirim
7169317850,LATAM,Central America,Nicaragua,León,León
4710000433,LATAM,Central America,México,Distrito Federal,Tlalpan
9494011423,LATAM,Central America,El Salvador,San Salvador,Apopa
2796782890,LATAM,South America,Argentina,Río Negro,Cipolletti
1941884601,LATAM,Central America,Honduras,Atlántida,La Ceiba
2767906343,LATAM,Central America,México,Veracruz,Córdoba
3675415648,Africa,Central Africa,Angola,Bié,Kuito
51920933,Africa,North Africa,Sudán,Jartum,Jartum
4034021469,Africa,East Africa,Somalia,Gobolka Woqooyi Galbeed,Hargeysa
1738455854,Africa,North Africa,Marruecos,Garb-Chrarda-Beni Hsen,Kenitra
2011701748,Africa,West Africa,Costa de Marfil,Lagunes,Abidjan
8028680493,Africa,North Africa,Egipto,Ash Sharqiyah,Abu Kabir
6825524624,Europe,Southern Europe,Italia,Umbría,Perugia
1720331180,Europe,Western Europe,Alemania,Bavaria,Nuremberg
7719912056,Europe,Western Europe,Francia,Alsacia-Champaña-Ardenas-Lorena,Reims
5205463340,Europe,Western Europe,Alemania,Sajonia-Anhalt,Halle
8051378617,Europe,Western Europe,Alemania,Bremen,Bremerhaven
3066464949,Europe,Southern Europe,Italia,Campania,Portici
7326622972,Europe,Western Europe,Alemania,Renania del Norte-Westfalia,Bielefeld
9190678535,Europe,Northern Europe,Reino Unido,Inglaterra,London
4526183370,Europe,Western Europe,Alemania,Renania del Norte-Westfalia,Duisburg
3170297482,Europe,Northern Europe,Reino Unido,Inglaterra,Bradford
1086987756,Europe,Southern Europe,Italia,Sicilia,Agrigento
4733723211,Europe,Northern Europe,Reino Unido,Inglaterra,Oldham
5189337028,Europe,Southern Europe,Italia,Sicilia,Palermo
1268140586,Europe,Southern Europe,España,Madrid,Madrid
6064056917,Europe,Western Europe,Francia,Alsacia-Champaña-Ardenas-Lorena,Nancy
2104280861,Europe,Southern Europe,España,Cataluña,Girona
170959400,Europe,Western Europe,Francia,Norte-Paso de Calais-Picardía,Laon
9311597883,Europe,Northern Europe,Reino Unido,Inglaterra,Hartlepool
1870979600,Europe,Western Europe,Francia,Isla de Francia,Pontault-Combault
7198807919,Europe,Western Europe,Francia,Aquitania-Lemosín-Poitou-Charentes,La Rochelle
6850524130,Europe,Northern Europe,Reino Unido,Escocia,Edinburgh
430721989,Europe,Southern Europe,Italia,Campania,Acerra
2155053661,Europe,Western Europe,Alemania,Baja Sajonia,Hanover
3882052438,Europe,Northern Europe,Reino Unido,Inglaterra,Manchester
7614270564,Europe,Southern Europe,Italia,Sicilia,Messina
9549062812,Europe,Western Europe,Alemania,Baja Sajonia,Wilhelmshaven
1207615011,Europe,Northern Europe,Reino Unido,Inglaterra,Letchworth
5272825059,Europe,Northern Europe,Reino Unido,Escocia,Kilwinning
8574669712,Europe,Western Europe,Francia,Isla de Francia,Villeneuve-le-Roi
4433839149,Europe,Southern Europe,España,País Vasco,Barakaldo
3083400401,Europe,Northern Europe,Suecia,Estocolmo,Estocolmo
5977745227,Europe,Northern Europe,Reino Unido,Inglaterra,Aylesbury
3515968831,Europe,Western Europe,Alemania,Baja Sajonia,Langenhagen
9788368977,Europe,Northern Europe,Reino Unido,Inglaterra,Birmingham
9010720879,Europe,Western Europe,Países Bajos,Holanda Septentrional,Amsterdam
5913677089,Europe,Western Europe,Austria,Viena,Viena
4547959910,USCA,US Center ,Estados Unidos,Texas,Houston
7324430688,USCA,West of USA ,Estados Unidos,Arizona,Gilbert
9119338144,USCA,West of USA ,Estados Unidos,California,San Jose
2702905895,USCA,West of USA ,Estados Unidos,California,Fresno
7063162640,USCA,West of USA ,Estados Unidos,Arizona,Peoria
3611659566,USCA,East of USA,Estados Unidos,Ohio,Cincinnati
335182505,USCA,US Center ,Estados Unidos,Indiana,Columbus
9523009871,USCA,Canada,Canada,Ontario,Ottawa
6945269001,USCA,Canada,Canada,Ontario,Kitchener
1760821150,USCA,East of USA,Estados Unidos,Pensilvania,Philadelphia
5330842262,USCA,US Center ,Estados Unidos,Illinois,Des Plaines
8713907639,USCA,US Center ,Estados Unidos,Illinois,Elmhurst
2651159992,Africa,East Africa,Madagascar,Analamanga,Antananarivo
9931941556,Africa,North Africa,Argelia,Alger,Algiers
7499947353,Africa,West Africa,Liberia,Montserrado,Monrovia
7667672046,Africa,West Africa,Costa de Marfil,Fromager,Gagnoa
6754882466,Africa,East Africa,Zambia,Meridional,Livingstone
1063030317,Africa,North Africa,Marruecos,Fez-Bulmán,Fes
5336803432,Africa,North Africa,Egipto,El Cairo,Cairo
3453636404,Africa,North Africa,Egipto,Al Bahr al Ahmar,Hurghada
5958428802,Africa,West Africa,Níger,Niamey,Niamey
2339996369,Africa,North Africa,Marruecos,Rabat-Salé-Zemur-Zaer,Sale
4981799043,Africa,Southern Africa,SudAfrica,Gauteng,Pretoria
1267562330,Africa,North Africa,Marruecos,Marrakech-Tensift-Al Hauz,Marrakech
1354227170,Africa,North Africa,Sudán,Mar Rojo,Bur Sudan
1270060183,Africa,West Africa,Nigeria,Lagos,Lagos
1350083281,Africa,East Africa,Mozambique,Zambezia,Quelimane
2386914248,Africa,Southern Africa,SudAfrica,Cabo Oriental,Port Elizabeth
8864256025,Africa,East Africa,Tanzania,Shinyanga,Shinyanga
1177052331,Africa,East Africa,Somalia,Jubbada Hoose,Kismaayo
1615463778,Africa,East Africa,Ruanda,Meridional,Butare
6619827507,Africa,Southern Africa,SudAfrica,KwaZulu-Natal,Newcastle
1760630917,Pacific Asia,West Asia,Israel,Jerusalén,Jerusalén
5347792750,Pacific Asia,Oceania,Australia,Queensland,Gold Coast
609415630,Pacific Asia,Oceania,Australia,Nueva Gales del Sur,Newcastle
1745073449,Pacific Asia,Oceania,Nueva Zelanda,Wellington,Porirua
8341607589,Pacific Asia,Oceania,Australia,Victoria,Mildura
572281601,Pacific Asia,South Asia,Bangladés,Daca,Daca
5848518642,Pacific Asia,South Asia,India,Uttar Pradesh,Kanpur
2036579613,Pacific Asia,Southeast Asia,Tailandia,Bangkok,Bangkok
1446628924,Pacific Asia,West Asia,Irak,Bagdad,Bagdad
6415554615,Pacific Asia,West Asia,Turquía,Adana,Adana
490684822,Pacific Asia,West Asia,Arabia Saudí,Riad,Riyadh
4125365834,Pacific Asia,Eastern Asia,China,Guangdong,Shenzhen
9654767127,Pacific Asia,Eastern Asia,China,Tianjin,Tianjin
9647888369,Pacific Asia,Oceania,Australia,Australia Occidental,Perth
5415768105,Pacific Asia,Oceania,Nueva Zelanda,Otago,Dunedin
4193770818,Pacific Asia,Oceania,Australia,Victoria,Melbourne
2663115178,Pacific Asia,South Asia,India,Maharashtra,Ulhasnagar
1153216630,Pacific Asia,Southeast Asia,Filipinas,Capital Nacional,Manila
4500480439,Pacific Asia,West Asia,Turquía,Mersin,Mersin
8885763355,Pacific Asia,Central Asia,Kazajistán,Karagandá,Temirtau
3778542487,Pacific Asia,Eastern Asia,China,Shandong,Tengzhou
6668939405,Pacific Asia,Eastern Asia,China,Jiangsu,Nantong
2591296677,Pacific Asia,Eastern Asia,China,Liaoning,Dalian
253684175,Pacific Asia,Eastern Asia,China,Hunan,Lianyuan
1360288615,Pacific Asia,Oceania,Australia,Queensland,Caloundra
2037539455,Pacific Asia,Oceania,Australia,Victoria,Bendigo
8940403570,Pacific Asia,Oceania,Australia,Australia del Sur,Adelaide
5364588480,Pacific Asia,South Asia,India,Rajastán,Ajmer
9771548195,Pacific Asia,South Asia,Irán,Kerman,Kerman
9198536826,Pacific Asia,South Asia,India,Guyarat,Vadodara
2050583183,Pacific Asia,Southeast Asia,Indonesia,Java Central,Semarang
5180482121,Pacific Asia,Southeast Asia,Indonesia,Java Occidental,Cirebon
8220906960,Pacific Asia,Southeast Asia,Myanmar (Birmania),Rangún,Rangún
9795494017,Pacific Asia,West Asia,Turquía,Kütahya,Kütahya
7696925436,Pacific Asia,Central Asia,Uzbekistán,Namangán,Namangán
3599082410,Pacific Asia,Eastern Asia,China,Hubei,Xinzhou
9469257321,Pacific Asia,Eastern Asia,China,Heilongjiang,Mudanjiang
3039141644,Africa,West Africa,Benín,Mono,Lokossa
4432244021,Africa,West Africa,Nigeria,Akwa Ibom,Ikot Ekpene
5811874059,Africa,West Africa,Nigeria,Delta,Warri
5292630880,Africa,Central Africa,República Democrática del Congo,Bandundu,Bandundu
5727312486,Africa,Central Africa,Camerún,Ouest,Foumban
5801603499,Africa,Central Africa,Angola,Luanda,Luanda
7308198730,Africa,West Africa,Nigeria,Borno,Maiduguri
5017811789,Africa,East Africa,Kenia,Nairobi,Nairobi
2473061020,Africa,East Africa,Zambia,Copperbelt,Kitwe
669422140,Africa,Central Africa,Camerún,Littoral,Nkongsamba
4390825450,Africa,Central Africa,República Democrática del Congo,Kasai Oriental,Mbuji-mayi
4959252898,Africa,West Africa,Togo,Marítima,Lome
8757970183,Africa,East Africa,Madagascar,Boeny,Mahajanga
1693221454,Africa,West Africa,Nigeria,Kano,Kano
452617604,Africa,North Africa,Argelia,Annaba,Annaba
2858857780,Africa,West Africa,Benín,Littoral,Cotonou
2224415288,Africa,East Africa,Tanzania,Dar es Salaam,Dar es Salaam
1554900594,Africa,Southern Africa,SudAfrica,Cabo Occidental,Cape Town
839753020,Europe,Western Europe,Francia,Languedoc-Rosellón-Mediodía-Pirineos,Montpellier
6406812543,Europe,Eastern Europe,Ucrania,Khmelnytskyi,Khmelnytskyi
935796899,Europe,Western Europe,Francia,Bretaña,Vannes
3983678119,Europe,Southern Europe,España,Madrid,Fuenlabrada
3825680301,Europe,Western Europe,Francia,Isla de Francia,Villemomble
4180541536,Europe,Western Europe,Francia,Centro-Valle de Loira,Gien
2203114236,Europe,Western Europe,Francia,Isla de Francia,Neuilly-sur-Seine
6679082040,Europe,Western Europe,Alemania,Renania del Norte-Westfalia,Viersen
4638425072,Europe,Southern Europe,Italia,Véneto,Verona
1900873122,Europe,Southern Europe,Italia,Marche,Fano
5160205092,Europe,Eastern Europe,Polonia,Pomerania,Gdynia
7661864566,Europe,Southern Europe,España,Castilla-La Mancha,Talavera de la Reina
8666722708,Europe,Western Europe,Francia,Isla de Francia,Montreuil
8465846042,Europe,Western Europe,Francia,Provenza-Alpes-Costa Azul,Marseille
2267645365,Europe,Southern Europe,Portugal,Lisboa,Lisbon
8915514726,Europe,Northern Europe,Reino Unido,Inglaterra,Wolverhampton
3280061075,Europe,Eastern Europe,Rumania,Satu Mare,Satu Mare
5565092867,LATAM,Central America,México,Jalisco,Guadalajara
4620429406,LATAM,South America,Colombia,Norte de Santander,Cúcuta
8841655877,LATAM,Central America,México,Zacatecas,Zacatecas
7106751740,LATAM,Central America,México,Chihuahua,Chihuahua
4111713344,LATAM,South America,Brasil,Distrito Federal,Brasília
4158058884,LATAM,South America,Brasil,Pará,Santarém
5668637265,LATAM,South America,Brasil,Santa Catarina,Joinville
4755709413,LATAM,Central America,México,Nuevo León,Monterrey
8062740697,LATAM,South America,Colombia,Huila,Pitalito
5183309110,LATAM,Central America,México,Querétaro,Querétaro
8440569590,LATAM,Caribbean,Trinidad y Tobago,Chaguanas,Chaguanas
3675605558,LATAM,Central America,México,Sonora,Hermosillo
3585753119,LATAM,Central America,México,México,Coacalco
7283318501,LATAM,South America,Brasil,Santa Catarina,Balneário Camboriú
2309428953,LATAM,South America,Venezuela,Monagas,Maturín
1625855776,LATAM,South America,Brasil,Amazonas,Parintins
8269906936,LATAM,Central America,Guatemala,Huehuetenango,Huehuetenango
8980983756,LATAM,Central America,Guatemala,Guatemala,Chinautla
548649970,LATAM,South America,Brasil,São Paulo,Sorocaba
9072460461,LATAM,South America,Argentina,Santa Fe,San Justo
8298281629,LATAM,South America,Brasil,Paraná,Colombo
5112918264,LATAM,South America,Brasil,São Paulo,Itu
5639460365,LATAM,Central America,México,Morelos,Cuernavaca
935985731,LATAM,South America,Brasil,Goiás,Águas Lindas de Goiás
7421220897,LATAM,South America,Brasil,Minas Gerais,Vespasiano
6779057058,LATAM,South America,Colombia,Bogotá,Bogotá
6418528241,Pacific Asia,South Asia,India,Chhattisgarh,Bhilai
9661642613,Pacific Asia,Eastern Asia,China,Shandong,Qingdao
9657843603,Pacific Asia,South Asia,Afganistán,Herat,Herat
148827635,Pacific Asia,Oceania,Australia,Nueva Gales del Sur,Sydney
4194855159,Pacific Asia,Southeast Asia,Indonesia,Java Occidental,Bandung
297212996,Pacific Asia,Eastern Asia,China,Shaanxi,Tongchuan
5617285230,Pacific Asia,South Asia,India,Madhya Pradesh,Ujjain
5685261508,Pacific Asia,Southeast Asia,Indonesia,Kalimantan Oriental,Balikpapan
997544330,Pacific Asia,South Asia,India,Maharashtra,Pune
5273082195,Pacific Asia,Eastern Asia,China,Shandong,Weifang
9660146984,Pacific Asia,Southeast Asia,Indonesia,Yogyakarta,Yogyakarta
8911004443,Pacific Asia,Oceania,Australia,Queensland,Rockhampton
3310022623,Pacific Asia,Eastern Asia,China,Jilin,Siping
3964690541,Pacific Asia,Eastern Asia,China,Shanghái,Shanghái
6730433055,Pacific Asia,Southeast Asia,Indonesia,Yogyakarta,Depok
9446226013,Pacific Asia,Eastern Asia,Japón,Kanagawa,Kawasaki
5278043348,Pacific Asia,South Asia,Pakistán,Punyab,Lahore
662895407,Pacific Asia,Southeast Asia,Indonesia,Java Oriental,Malang
9875912845,Pacific Asia,Southeast Asia,Vietnam,Ciudad Ho Chi Minh,Ho Chi Minh City
8216989614,Pacific Asia,Eastern Asia,China,Liaoning,Shenyang
8178886545,Pacific Asia,Eastern Asia,Corea del Sur,Daegu,Daegu
4187670004,Pacific Asia,South Asia,India,Guyarat,Rajkot
4245562964,Pacific Asia,South Asia,India,Haryana,Gorakhpur
5843257154,Pacific Asia,Southeast Asia,Indonesia,Java Oriental,Surabaya
9854990264,Pacific Asia,South Asia,India,Maharashtra,Nagpur
690069806,Pacific Asia,Southeast Asia,Tailandia,Nakhon Ratchasima,Nakhon Ratchasima
623215507,Pacific Asia,Southeast Asia,Malasia,Sabah,Kota Kinabalu
9173486790,Pacific Asia,Eastern Asia,China,Jilin,Jiutai
7333440718,Pacific Asia,Eastern Asia,China,Guangdong,Shantou
1402641376,Pacific Asia,Oceania,Australia,Queensland,Cairns
2198325798,Pacific Asia,South Asia,India,Rajastán,Jaipur
3992220306,Pacific Asia,South Asia,India,Chhattisgarh,Raipur
989280396,Pacific Asia,Eastern Asia,China,Hunan,Loudi
2817625959,LATAM,Central America,Nicaragua,Managua,Tipitapa
5079106260,Pacific Asia,West Asia,Arabia Saudí,Tabuk,Tabuk
1969163819,Pacific Asia,Oceania,Nueva Zelanda,Auckland,Manukau City
4148612760,Pacific Asia,Southeast Asia,Indonesia,Yakarta,Yakarta
8949270923,Pacific Asia,Southeast Asia,Indonesia,Java Occidental,Tangerang
7208645677,Pacific Asia,South Asia,India,Bihar,Aurangabad
5783807078,USCA,West of USA ,Estados Unidos,Washington,Seattle
9466565843,USCA,West of USA ,Estados Unidos,California,Oakland
8994826694,USCA,East of USA,Estados Unidos,Nueva York,New York City
9277097909,USCA,South of  USA ,Estados Unidos,Carolina del Norte,Monroe
3339541291,Africa,Southern Africa,SudAfrica,Noroeste,Potchefstroom
9694306944,Europe,Western Europe,Alemania,Hesse,Wiesbaden
8230248985,Europe,Western Europe,Alemania,Bavaria,Munich
7964952621,Europe,Western Europe,Francia,Isla de Francia,Bobigny
9711595461,Europe,Western Europe,Francia,Norte-Paso de Calais-Picardía,Lille
957733046,Europe,Eastern Europe,Rumania,Giurgiu,Giurgiu
1308570500,Europe,Northern Europe,Reino Unido,Inglaterra,Tamworth
1586570543,Europe,Eastern Europe,Ucrania,Lviv,Lviv
3632344386,LATAM,Central America,México,Michoacán,Hidalgo
4464842113,LATAM,Central America,México,Guanajuato,Irapuato
1283986813,LATAM,Central America,México,Jalisco,Zapopan
3033323091,LATAM,South America,Brasil,São Paulo,Mauá
6907431852,Pacific Asia,South Asia,Irán,Qom,Qom
2498933011,USCA,West of USA ,Estados Unidos,Colorado,Denver
3100662120,USCA,South of  USA ,Estados Unidos,Florida,Jacksonville
2246062730,Europe,Southern Europe,Italia,Apulia,Brindisi
7440336326,Europe,Western Europe,Alemania,Hamburgo,Hamburgo
9160145646,Europe,Western Europe,Países Bajos,Holanda Meridional,The Hague
9308436711,Europe,Northern Europe,Reino Unido,Inglaterra,Halifax
3430538148,Europe,Western Europe,Alemania,Renania del Norte-Westfalia,Ratingen
5866826856,Europe,Eastern Europe,Rumania,Galati,Galati
2562112781,LATAM,Central America,México,Michoacán,Lázaro Cárdenas
8658900907,Europe,Western Europe,Países Bajos,Güeldres,Arnhem
5419101400,Europe,Southern Europe,Italia,Emilia-Romaña,Parma
4439295567,Europe,Northern Europe,Finlandia,Uusimaa,Vantaa
9968177697,Europe,Southern Europe,Italia,Lacio,Rome
5359388739,Europe,Southern Europe,Italia,Véneto,Vicenza
4354215350,Europe,Western Europe,Francia,Norte-Paso de Calais-Picardía,Wattrelos
145544923,Europe,Eastern Europe,Rusia,Yaroslavl,Yaroslavl
7792923358,Europe,Northern Europe,Reino Unido,Inglaterra,Hastings
7756258349,Europe,Northern Europe,Reino Unido,Inglaterra,Sheffield
2725911389,Europe,Northern Europe,Reino Unido,Inglaterra,Lowestoft
1069900579,Europe,Northern Europe,Finlandia,Finlandia del Sudoeste,Turku
5580900473,Europe,Southern Europe,España,País Vasco,San Sebastian
1082601869,Europe,Western Europe,Alemania,Renania del Norte-Westfalia,Remscheid
3191569507,Europe,Eastern Europe,Rusia,Bashkortostán,Sterlitamak
1501528217,Europe,Northern Europe,Reino Unido,Inglaterra,Exeter
3229412380,Europe,Western Europe,Francia,Languedoc-Rosellón-Mediodía-Pirineos,Pamiers
5319270328,Europe,Western Europe,Países Bajos,Holanda Meridional,Dordrecht
3065114307,Europe,Western Europe,Francia,Alsacia-Champaña-Ardenas-Lorena,Strasbourg
5009711609,Europe,Western Europe,Países Bajos,Holanda Meridional,Alphen aan den Rijn
3379418940,Europe,Eastern Europe,Polonia,Lublin,Lublin
4289282952,Europe,Northern Europe,Irlanda,Dublín,Dublín
9557758191,Europe,Western Europe,Francia,Provenza-Alpes-Costa Azul,Six-Fours-les-Plages
4595204593,Europe,Western Europe,Francia,Bretaña,Rennes
6084412173,Europe,Southern Europe,Italia,Toscana,Capannori
5825807570,Europe,Western Europe,Alemania,Baden-Wurtemberg,Reutlingen
6534327213,Europe,Western Europe,Francia,Isla de Francia,Palaiseau
8169781322,Europe,Northern Europe,Reino Unido,Inglaterra,Redditch
9864985150,Europe,Northern Europe,Reino Unido,Inglaterra,Leeds
4054863507,Europe,Northern Europe,Reino Unido,Inglaterra,Plymouth
8182896561,Europe,Southern Europe,España,Cataluña,Barcelona
2925168610,Europe,Southern Europe,España,Cataluña,Castelldefels
9978473305,Europe,Northern Europe,Noruega,Oslo,Oslo
6860897397,Europe,Western Europe,Francia,Norte-Paso de Calais-Picardía,Hautmont
6354982096,Europe,Eastern Europe,Eslovaquia,Banská Bystrica,Banska Bystrica
5074752890,Europe,Northern Europe,Suecia,Estocolmo,Nacka
7271909390,Europe,Northern Europe,Reino Unido,Inglaterra,West Bromwich
5695911074,Europe,Southern Europe,Italia,Lombardía,Milan
464015987,Europe,Northern Europe,Reino Unido,Inglaterra,Basingstoke
7323030293,Europe,Northern Europe,Reino Unido,Inglaterra,Littlehampton
9185717115,Europe,Southern Europe,España,Andalucía,Seville
433920114,Europe,Southern Europe,Italia,Piamonte,Moncalieri
7649915764,Europe,Western Europe,Bélgica,Lieja,Seraing
6049266178,Europe,Eastern Europe,Ucrania,Donetsk,Kramators'k
9804577267,Europe,Western Europe,Alemania,Schleswig-Holstein,Kiel
6074400127,Europe,Northern Europe,Reino Unido,Inglaterra,Sunderland
7433244230,Europe,Western Europe,Alemania,Bavaria,Augsburg
7363850071,Europe,Western Europe,Francia,Aquitania-Lemosín-Poitou-Charentes,Cognac
1083824581,Europe,Western Europe,Alemania,Renania del Norte-Westfalia,Castrop-Rauxel
2422860402,Europe,Eastern Europe,Polonia,Silesia,Bytom
2859727646,LATAM,Central America,México,Durango,Durango
3800854246,LATAM,South America,Brasil,Espíritu Santo,Serra
4300036209,LATAM,Caribbean,República Dominicana,Santiago de Chile,Santiago de los Caballeros
851901793,LATAM,Central America,El Salvador,San Salvador,San Salvador
973534653,LATAM,Caribbean,Cuba,Pinar del Río,Pinar del Río
266128841,LATAM,South America,Brasil,Santa Catarina,Araranguá
4580549685,LATAM,Central America,México,Chihuahua,Juárez
2754995629,LATAM,South America,Perú,Puno,Puno
8710059856,LATAM,South America,Brasil,Santa Catarina,Navegantes
3702367098,LATAM,Central America,México,Tamaulipas,Tampico
7517252394,LATAM,South America,Bolivia,La Paz,La Paz
490533037,LATAM,Central America,Nicaragua,Matagalpa,Matagalpa
7880861354,LATAM,Central America,El Salvador,San Salvador,Cuscatancingo
3128598716,LATAM,South America,Brasil,São Paulo,Americana
8579993877,LATAM,South America,Brasil,Santa Catarina,Indaial
2855210241,LATAM,Central America,México,Baja California,Tijuana
5883026773,LATAM,Central America,México,Campeche,Ciudad del Carmen
2840405652,LATAM,South America,Brasil,São Paulo,Santana de Parnaíba
7285801379,LATAM,South America,Brasil,São Paulo,Limeira
1090332424,LATAM,South America,Venezuela,Carabobo,Valencia
7240865205,LATAM,South America,Chile,Santiago de Chile,Santiago de Chile
3754516875,LATAM,South America,Brasil,Amapá,Macapá
1617725828,LATAM,Caribbean,Jamaica,Santa Caterina,Portmore
6926607622,LATAM,Central America,México,Coahuila,Saltillo
7687672566,LATAM,Caribbean,Cuba,Guantánamo,Guantánamo
1938785570,LATAM,South America,Colombia,Valle del Cauca,Cartago
7185326548,LATAM,South America,Perú,Arequipa,Arequipa
5258692179,LATAM,Central America,México,Puebla,Atlixco
4796675796,LATAM,South America,Brasil,Acre,Rio Branco
